Timestamp,Sessao,Pista,Equipe,Piloto,UserID,Tempo,Media_3_Voltas,Consumo_Volta,Media_Consumo_3_Voltas,Combustivel_Restante,Pos_Geral,Pos_Classe,Voltas_Restantes_Estimadas
12:31:46,Race,Lanier National Speedway,Tomaz Nunes,Tomaz Nunes,1233784,16.665,16.665,0.0,0.0,19.108,20,20,32767
12:32:06,Race,Lanier National Speedway,Tomaz Nunes,Tomaz Nunes,1233784,58.255,37.46,0.087,0.044,19.021,20,20,32767
